Country;Product;Import Export;Shipping Method;Port;Category;Quantity;Value;Date;Customs Code;Weight
Wallis and Futuna;hand;Import;Sea;Yoderville;Electronics;466;5023.51;12/11/2022;519325;4664.78
United States Virgin Islands;performance;Import;Sea;Jonesshire;Furniture;612;3532.82;06/04/2020;144512;1601.06
Saint Lucia;necessary;Import;Air;Westfort;Furniture;6366;8480.98;19/10/2022;506239;4824.76
Algeria;high;Import;Air;Cynthiashire;Furniture;3167;2363.78;19/04/2020;877588;759.21
Reunion;dream;Import;Sea;Keithview;Furniture;922;5911.17;14/11/2022;214732;2909.72
Moldova;employee;Import;Sea;East Jorgefort;Toys;2103;1056.83;21/06/2023;959712;3914.61
Saint Lucia;military;Import;Sea;East Jonathanmouth;Furniture;5161;361.34;20/10/2020;221903;4993.26
Bouvet Island (Bouvetoya);glass;Import;Land;Loriport;Furniture;6176;195.43;08/11/2021;587208;166.62
Netherlands;from;Import;Air;Hortonside;Toys;8850;9672.92;08/12/2022;105779;2196.82
Lao People's Democratic Republic;door;Import;Land;Lake Michael;Machinery;9302;8844.22;29/12/2019;949347;2702.17
Tanzania;subject;Import;Sea;South Julieside;Toys;9491;3580.71;29/11/2021;780970;4640.52
Croatia;agency;Import;Sea;West Gina;Furniture;5472;8116.5;08/10/2020;555228;1781.77
Dominican Republic;story;Import;Air;Serranohaven;Furniture;3806;1133.84;30/06/2022;801287;2535.61
Slovenia;place;Import;Land;Lake Michaelland;Furniture;2568;9282.25;08/09/2021;869909;1438.3
Poland;reason;Import;Land;Port Darren;Machinery;7753;1032.83;24/11/2020;459905;281.2
Cape Verde;population;Import;Air;West Bethtown;Machinery;5163;5522.69;01/04/2020;350607;4958.1
Rwanda;trade;Import;Land;Davisborough;Furniture;3578;1833.25;13/02/2023;389317;968.79
San Marino;board;Import;Sea;Port Paula;Clothing;749;5015.18;20/12/2023;665526;1804.5
Bahrain;wrong;Import;Land;East Suzanne;Clothing;2429;6155.52;04/01/2022;547667;4928.28
Ecuador;seek;Import;Air;South Michael;Electronics;9444;3240.51;12/05/2022;822593;1278.59
Saint Pierre and Miquelon;why;Import;Land;Gutierrezland;Machinery;28;7477.19;20/08/2021;998182;2866.06
Georgia;card;Import;Sea;Rodriguezchester;Clothing;1604;6757.49;02/12/2023;838399;606.98
Martinique;happen;Import;Air;Port Brittney;Toys;5659;865.47;03/03/2024;909148;3276.85
Cook Islands;ground;Import;Sea;Port Jack;Machinery;8945;6363.49;16/01/2020;384077;4636.24
Montserrat;instead;Import;Sea;New Annland;Electronics;1020;518.29;24/09/2023;315335;4682.21
Cambodia;soldier;Import;Land;Alexanderfort;Machinery;5450;2621.49;24/12/2023;360505;3357.42
Bouvet Island (Bouvetoya);truth;Import;Land;New Rebekahmouth;Toys;4351;7711.98;26/08/2020;549403;3979.95
Guinea;speak;Import;Air;Franktown;Clothing;3651;6036.23;01/03/2022;250283;4476.3
Czech Republic;approach;Import;Land;Lake Thomas;Toys;9518;4328.87;12/04/2021;511780;4973.35
Grenada;professional;Import;Air;South Justinborough;Toys;8719;5017.55;03/02/2020;187731;2276.1
Turkey;current;Import;Sea;Chavezfurt;Machinery;5187;649.9;23/12/2020;315503;524.31
Australia;why;Import;Sea;East Jillshire;Clothing;5632;5547.32;22/02/2022;784829;4555.24
North Macedonia;necessary;Import;Sea;Port Williamfurt;Machinery;1967;7001.78;10/10/2021;816697;318.67
Cocos (Keeling) Islands;newspaper;Import;Land;Lake Sarafort;Clothing;3099;481.58;10/05/2023;432233;3895.37
Czech Republic;beautiful;Import;Sea;Tinatown;Clothing;5712;4911.55;12/03/2022;114132;4652.06
Mauritius;if;Import;Land;New Omar;Furniture;546;5263.21;14/02/2022;477619;801.25
Kyrgyz Republic;board;Import;Sea;North Justinbury;Clothing;7062;7183.67;21/03/2024;836012;2873.13
Costa Rica;social;Import;Sea;Anneberg;Machinery;862;173.21;01/06/2022;546235;436.28
Brunei Darussalam;professional;Import;Sea;East Kayla;Electronics;527;1377.8;14/02/2021;954113;4870.32
Jamaica;sure;Import;Air;West Brady;Toys;1940;1100.05;30/08/2022;110121;2543.48
Australia;eye;Import;Land;Port Alexaland;Toys;2092;3079.84;04/07/2021;190855;974.47
Trinidad and Tobago;season;Import;Land;Benjaminhaven;Clothing;2390;3634.97;28/07/2024;217437;2221.64
Zimbabwe;vote;Import;Air;Scottland;Electronics;5142;5678.65;20/12/2023;392727;2480.03
Monaco;including;Import;Land;North Shawn;Toys;553;9695.55;19/01/2023;948639;4357.43
Finland;talk;Import;Land;East Thomas;Furniture;4785;8894.8;01/05/2023;886317;2777.59
Sao Tome and Principe;official;Import;Air;North Christopher;Electronics;6758;9744.69;23/08/2022;471794;3977.44
Turkey;particular;Import;Sea;North Patriciafurt;Machinery;5932;794.5;08/09/2021;620494;474.45
Bouvet Island (Bouvetoya);know;Import;Air;West Matthew;Machinery;2617;314.23;17/08/2022;324192;4140.71
Czech Republic;plant;Import;Air;Sarahshire;Clothing;6921;6832.92;01/10/2023;404145;3468.91
Myanmar;agreement;Import;Air;Port Maryhaven;Clothing;1325;364.65;14/07/2020;501660;2852.76
Kazakhstan;crime;Import;Land;East Matthewview;Machinery;5129;7692.32;15/03/2023;204781;3653.49
Trinidad and Tobago;control;Import;Land;Mooremouth;Electronics;6813;7594.31;16/02/2022;340231;2959.83
Montserrat;manage;Import;Land;Allisonmouth;Electronics;9662;5958.87;05/08/2022;678202;2280.74
Lebanon;word;Import;Sea;Chenside;Toys;1633;5708.12;13/04/2020;943298;4794.44
Montserrat;own;Import;Land;Port Kristenberg;Furniture;7415;1993.15;11/11/2023;391593;2199.69
Mali;leg;Import;Land;Christophershire;Clothing;5095;1432.8;18/12/2023;462868;626.19
Ukraine;instead;Import;Air;Philiphaven;Furniture;6205;8998.3;31/08/2024;403432;2059.28
Saint Helena;admit;Import;Sea;Port Julie;Toys;7708;5365.43;08/12/2022;996641;4853.33
Palestinian Territory;agent;Import;Air;Lake Jeffery;Electronics;2109;9198.74;13/12/2023;844214;2640.04
Nigeria;nice;Import;Sea;Jameschester;Clothing;2022;3298.02;06/05/2023;802466;643.62
Cook Islands;toward;Import;Air;East William;Furniture;8832;5147.95;13/12/2019;823957;3745.18
Guadeloupe;compare;Import;Sea;Lake Duane;Machinery;2100;417.68;29/12/2023;715286;4230.97
Costa Rica;nor;Import;Sea;Port William;Machinery;4613;9056.12;11/04/2021;705158;1156.44
Luxembourg;chair;Import;Sea;Jenniferberg;Furniture;8248;8058.49;21/06/2023;372961;2980.95
Chad;way;Import;Land;South Melissamouth;Electronics;9462;6398.43;11/11/2023;869028;4242.74
Afghanistan;organization;Import;Land;Moralesport;Toys;5263;8477.71;19/03/2021;885040;3104.95
Fiji;animal;Import;Sea;East Meganview;Machinery;8511;8321.76;27/07/2023;471670;4805.3
Angola;table;Import;Air;Port Margaretside;Machinery;6889;186.47;11/04/2022;714247;4908.62
Spain;new;Import;Air;Serranobury;Furniture;7544;9632.5;04/03/2023;984609;3713.86
Dominican Republic;third;Import;Air;Emilychester;Electronics;9816;6292.12;02/12/2021;500691;343.63
Seychelles;during;Import;Land;North Jasonburgh;Furniture;6043;1235.56;17/04/2021;141864;1164.9
Montserrat;figure;Import;Land;Victoriastad;Electronics;7419;9367.85;28/05/2024;326075;3787.05
Chad;concern;Import;Air;Lukefurt;Clothing;4687;1874.42;31/08/2021;713973;548.53
Equatorial Guinea;yourself;Import;Land;Whitefort;Machinery;6842;2128.33;18/07/2023;499646;3784.14
Madagascar;fill;Import;Land;Georgeburgh;Machinery;5827;2588.87;26/07/2022;389917;1651.86
Pakistan;thought;Import;Air;North Robertmouth;Clothing;4255;1442.12;15/04/2023;417412;4788.6
Italy;without;Import;Air;Pinedamouth;Clothing;224;631.42;05/03/2021;223146;4176.98
Puerto Rico;hand;Import;Air;Lake Melissa;Furniture;8138;9055.45;26/04/2023;645320;1325.13
Bouvet Island (Bouvetoya);describe;Import;Land;New Vincentport;Toys;3989;6117.79;11/05/2024;756657;1041.21
Netherlands Antilles;their;Import;Land;Joshuaborough;Toys;2397;7125.08;01/04/2022;513896;4881.3
Burkina Faso;who;Import;Land;South Steven;Toys;2149;4662.41;04/01/2021;100518;1557.23
Oman;only;Import;Land;Port Heather;Machinery;8804;6364.06;28/04/2020;503187;1869.5
New Caledonia;reason;Import;Land;New Kristin;Furniture;7213;632.32;06/12/2023;357480;4537.97
Mexico;most;Import;Air;North Beverlyside;Electronics;9590;7627.38;21/01/2021;458953;445.36
Congo;school;Import;Sea;New Nancyshire;Machinery;6165;1500.5;25/07/2022;699504;301.84
Syrian Arab Republic;you;Import;Air;Thompsonbury;Machinery;6855;1485.68;17/03/2022;740462;4428.53
Ethiopia;care;Import;Sea;Lake Kennethview;Machinery;8865;5387.26;23/01/2022;155371;4092.3
Trinidad and Tobago;others;Import;Air;Port Steven;Toys;7620;5113.01;08/05/2024;548643;4345.28
Vietnam;information;Import;Air;New Samuel;Machinery;4643;2821.45;09/04/2021;311240;3611.87
Grenada;push;Import;Land;Terryshire;Toys;9614;1620.08;21/08/2022;224091;4785.35
Uruguay;purpose;Import;Land;North Mary;Electronics;7245;6077.01;24/07/2021;634178;3971.39
Cocos (Keeling) Islands;the;Import;Land;Garzaside;Machinery;8094;6994.55;05/09/2023;301481;2556.45
Fiji;evening;Import;Air;West Courtney;Furniture;96;8158.8;04/03/2024;909373;2454.7
Suriname;his;Import;Sea;New Sean;Electronics;1245;7805.61;16/09/2023;512244;1043.15
Cameroon;seem;Import;Land;Nicholasville;Clothing;8553;5454.59;13/05/2022;825411;4234.49
Haiti;prepare;Import;Air;Colemanhaven;Furniture;6485;6448.07;19/10/2023;875434;2012.14
Maldives;cultural;Import;Land;Littlemouth;Electronics;2931;8358.5;30/11/2023;477023;4971.4
United Arab Emirates;agency;Import;Air;North Jacob;Clothing;1679;5724.83;25/09/2023;853896;3249.49
Kenya;address;Import;Air;Stevenchester;Clothing;9034;8174.73;28/08/2024;159370;2774.87
Gambia;eat;Import;Land;Kellyville;Electronics;9853;2513.4;13/10/2022;434379;1538.78
Netherlands;system;Import;Land;Lake Brian;Furniture;6420;6669.82;18/02/2022;573055;1832.32
Cape Verde;personal;Import;Land;Port Tylermouth;Electronics;7972;4789.54;29/08/2021;692845;2472.85
India;save;Import;Land;Richardborough;Toys;1988;4937.39;06/10/2020;401442;3317.59
Sweden;fast;Import;Land;North Brad;Electronics;2864;8420.43;29/06/2021;384671;1068.11
Qatar;truth;Import;Air;Taylorstad;Clothing;495;3587.46;18/08/2021;319702;1412.48
Niger;TRUE;Import;Air;Wrighthaven;Machinery;1979;6766.37;29/04/2023;369162;3770.56
Holy See (Vatican City State);couple;Import;Sea;Lake Melanieburgh;Toys;3211;4983.7;08/01/2021;316912;1255.62
Czech Republic;process;Import;Air;Amandahaven;Clothing;2115;2188.22;10/06/2021;421125;113.4
Taiwan;road;Import;Air;Stefanieberg;Clothing;6301;9129.82;13/10/2022;882467;1041.65
Cote d'Ivoire;this;Import;Air;West Valerieton;Clothing;9176;2701.7;04/02/2022;855389;734.71
Cayman Islands;back;Import;Air;Stevensonchester;Toys;5027;388.48;14/07/2020;671854;3988.53
Djibouti;social;Import;Air;Lewiston;Machinery;4601;4319.23;28/08/2022;641498;2356.29
Zambia;north;Import;Air;Andrewtown;Toys;1837;1025.6;11/02/2022;425149;913.38
Benin;example;Import;Air;Huertaport;Electronics;4430;3299.38;19/01/2024;966728;2428.84
Egypt;fight;Import;Land;North Tammy;Furniture;1582;4769.19;11/04/2022;293669;4314.65
Burkina Faso;modern;Import;Sea;Bradfordfort;Electronics;1160;9580.79;11/10/2020;497364;362.7
Andorra;Republican;Import;Air;Lake Richard;Toys;7815;8691.08;03/09/2021;325281;4168.92
Peru;box;Import;Air;West Tiffany;Furniture;8996;2788.06;01/04/2021;397417;2238.25
Rwanda;bring;Import;Air;Princebury;Clothing;6488;7051.55;06/05/2020;142711;1972.07
Nauru;particular;Import;Air;Port Tara;Furniture;6508;8788.53;15/09/2020;887493;3709.61
China;maybe;Import;Sea;Lake Jacob;Electronics;4306;6328.54;26/04/2022;523315;127.37
North Macedonia;present;Import;Sea;Ginaland;Machinery;8874;467.27;07/06/2022;605301;2067.28
Seychelles;space;Import;Land;Hermanbury;Clothing;83;6903.28;18/12/2020;437669;16.62
Western Sahara;century;Import;Sea;Lauraborough;Furniture;3914;5644.9;07/12/2023;739238;3233.25
Egypt;first;Import;Land;Lake Rebekahburgh;Clothing;9142;5810.17;16/04/2023;553828;822.86
United States Minor Outlying Islands;focus;Import;Land;Alexandraton;Toys;3887;5181.01;17/10/2022;236712;4719.31
Austria;act;Import;Land;Perezbury;Toys;8275;7921.37;11/05/2020;938745;2114.84
Isle of Man;key;Import;Sea;Nicolehaven;Clothing;7234;4374.45;11/01/2020;313661;343.22
Israel;physical;Import;Air;West Julie;Toys;1431;2185.88;27/12/2022;115056;3642.75
Uruguay;care;Import;Land;Parkerburgh;Electronics;8591;1274.49;20/05/2020;683850;1246.79
Niue;ball;Import;Air;Rebeccachester;Electronics;3790;699.23;27/07/2020;428445;3989.19
Sri Lanka;customer;Import;Air;Lake Michaelville;Clothing;577;8160.81;31/05/2022;696545;3249.09
India;might;Import;Land;Smithhaven;Furniture;9953;7375.84;17/05/2024;865376;27.47
Bermuda;western;Import;Land;West Kellytown;Electronics;4870;6788.36;17/07/2023;689283;1386.04
Brunei Darussalam;box;Import;Land;West Lisa;Toys;5773;4191.65;09/05/2021;961953;134.27
Bangladesh;effort;Import;Air;Port Donnastad;Machinery;2546;3008.94;01/10/2021;136858;2505.87
Afghanistan;he;Import;Sea;Port Kristin;Machinery;2501;152.54;04/01/2024;140802;3363.59
French Southern Territories;understand;Import;Sea;Brittanystad;Furniture;4508;835.93;05/10/2022;397849;348.92
Antarctica (the territory South of 60 deg S);company;Import;Sea;New Antoniostad;Toys;3888;3021.1;11/11/2019;549954;695.74
Cayman Islands;some;Import;Sea;Sextonburgh;Machinery;8841;5332.36;31/08/2024;388147;305.64
Denmark;international;Import;Air;Port Andrea;Toys;2612;1355.91;22/01/2020;365327;242.69
Dominican Republic;sell;Import;Sea;Garciafort;Machinery;4090;3810.31;10/04/2024;884154;4150.78
Papua New Guinea;lay;Import;Air;Port Jeffreyton;Clothing;7227;8939.54;06/05/2024;104976;90.37
Ethiopia;suffer;Import;Land;North Jefferyland;Machinery;6624;5642.9;02/08/2022;427968;4949.41
Palestinian Territory;site;Import;Sea;Hilltown;Furniture;1295;3620.87;13/05/2024;593200;3933.58
Saint Kitts and Nevis;stuff;Import;Sea;Lake Dalemouth;Machinery;8508;6028.93;20/11/2022;383000;269.99
Wallis and Futuna;building;Import;Air;North Annahaven;Machinery;3958;283.04;11/09/2021;880060;4521.45
Malaysia;trial;Import;Air;Mccarthybury;Electronics;9664;5219.63;07/05/2020;354206;1848.71
Honduras;first;Import;Air;South Stevenmouth;Furniture;8590;6962.62;09/01/2020;362020;4139.76
Vietnam;on;Import;Sea;Lake Brianshire;Toys;6333;3382.69;19/06/2024;312886;1239.43
Heard Island and McDonald Islands;play;Import;Sea;Anthonystad;Furniture;2040;2995.57;03/10/2019;514302;3312.36
Trinidad and Tobago;letter;Import;Land;Collinsville;Furniture;2315;7070.98;08/12/2019;963680;3649.53
French Southern Territories;house;Import;Air;South Lori;Toys;808;3186.02;11/07/2020;165065;693.2
Italy;room;Import;Land;East Justinbury;Furniture;3357;5504.32;17/06/2021;761411;119.37
Haiti;officer;Import;Land;Lucasburgh;Machinery;1598;3895.9;03/05/2022;465029;3408.94
Greece;artist;Import;Air;South Paulmouth;Toys;4553;7436.05;23/07/2021;367041;3561.02
Tajikistan;similar;Import;Air;Ramirezville;Furniture;1309;854.41;03/07/2022;837142;256.53
Cook Islands;within;Import;Air;Lake Brittany;Electronics;8181;3769.85;03/10/2022;688187;4049.7
San Marino;six;Import;Air;Jonesport;Electronics;9820;2678.58;05/08/2020;680555;3518.75
Bhutan;later;Import;Sea;North Betty;Clothing;789;2249.27;04/02/2024;523675;2634.74
Costa Rica;police;Import;Sea;North Jamie;Furniture;1163;2959.07;25/01/2022;362466;4448.68
Ukraine;from;Import;Air;Tamaraborough;Toys;7274;178.91;20/05/2021;381089;3772.18
Sweden;suddenly;Import;Air;Lorihaven;Clothing;4666;2001.18;01/08/2022;288335;139
Switzerland;course;Import;Land;Hartburgh;Machinery;9014;7589.27;01/04/2020;576328;149.05
Martinique;place;Import;Air;Stricklandmouth;Furniture;6062;7270.33;21/09/2022;120104;4251.04
Chad;upon;Import;Land;Bradleyton;Electronics;6364;6644.01;24/09/2020;512509;2327.31
Congo;magazine;Import;Land;Port Samantha;Toys;8107;874.66;11/01/2022;485141;743.7
Slovakia (Slovak Republic);two;Import;Sea;Smithport;Clothing;9042;3366.59;23/01/2023;253208;2687.29
Eritrea;many;Import;Land;Lake Chad;Toys;5856;2174.64;01/03/2021;804792;4886.28
American Samoa;add;Import;Air;Abigailland;Machinery;3184;1290.77;20/02/2023;557369;578.24
Benin;great;Import;Sea;Youngmouth;Toys;2420;3354.13;02/01/2023;886281;3572.55
Faroe Islands;morning;Import;Air;Rayview;Machinery;7594;1571.87;29/04/2023;908412;3797.76
Puerto Rico;travel;Import;Air;East Haleymouth;Machinery;6593;6890.15;17/01/2022;801238;3867.6
Hong Kong;we;Import;Air;Jacobburgh;Electronics;4088;5114.62;23/11/2021;744525;2778.87
Tokelau;space;Import;Land;Lake Kimberlystad;Toys;8355;582.01;02/03/2022;899331;2810.29
Bolivia;son;Import;Sea;West Sarah;Toys;6272;2366.25;24/07/2024;718671;3805.81
French Polynesia;moment;Import;Land;Adamsmouth;Toys;3634;1002.65;30/10/2019;957017;3322.29
Serbia;community;Import;Air;Brianton;Machinery;5604;6224.65;17/08/2024;995007;3561.52
Switzerland;price;Import;Land;Castillohaven;Electronics;6153;208.46;18/10/2023;198032;51.75
British Virgin Islands;store;Import;Land;Barberchester;Clothing;9401;8599.6;01/08/2022;523563;1187.33
French Southern Territories;walk;Import;Sea;Monicaborough;Electronics;7830;2031.69;18/08/2021;484355;268.07
Reunion;work;Import;Air;Mitchellburgh;Toys;9974;3930.33;28/07/2021;547406;37.31
Belarus;last;Import;Air;North Latoyaville;Machinery;4118;8317.22;15/11/2020;920355;3647.82
Lebanon;bar;Import;Air;Michaelstad;Furniture;6403;5784.07;05/02/2021;823340;3766.43
Turkey;herself;Import;Land;Ashleyfurt;Electronics;951;4115.05;07/07/2021;274444;3483.34
Honduras;piece;Import;Air;West Eric;Clothing;2894;9166.76;10/04/2021;959811;545.38
Syrian Arab Republic;heart;Import;Air;West Douglas;Clothing;4679;8212.11;11/06/2022;252274;3956.99
France;right;Import;Sea;South Michaelside;Machinery;3337;9706.46;05/11/2022;345685;1530.1
Tuvalu;throw;Import;Air;Anthonymouth;Machinery;2476;1375.19;07/10/2021;341408;2431.33
Paraguay;woman;Import;Land;Port Feliciaton;Toys;9282;2974.13;16/07/2020;404868;1728.29
Norfolk Island;environment;Import;Sea;West Scottport;Machinery;6207;3979.24;18/03/2023;302603;3082.28
Niger;peace;Import;Land;Paulhaven;Clothing;2935;2363.93;23/11/2020;171997;2656.23
Cote d'Ivoire;produce;Import;Air;Burchview;Machinery;2836;2571.67;12/10/2020;151335;1354.81
Chile;three;Import;Land;Yorkmouth;Furniture;4087;3384.69;27/05/2024;455705;2433.41
Norfolk Island;deal;Import;Sea;Lake Karenport;Clothing;5978;2495.66;15/12/2019;153327;3861.55
Philippines;play;Import;Air;Reginaberg;Machinery;7577;4320.29;02/09/2021;238892;3881.82
Cocos (Keeling) Islands;go;Import;Air;Ashleyfurt;Clothing;9866;9815.99;13/10/2020;936877;2502.64
Northern Mariana Islands;force;Import;Air;Robertsfurt;Furniture;6436;9235.48;16/06/2023;581226;2943.09
Philippines;spring;Import;Sea;Susanport;Clothing;2041;5288.69;22/01/2022;644480;4003.93
Afghanistan;reason;Import;Land;Woodton;Electronics;4198;7576.89;31/03/2022;160263;4314.74
Germany;writer;Import;Air;New James;Toys;1003;5913.75;30/09/2023;131490;2238.58
Bahamas;safe;Import;Land;North Jameschester;Furniture;1633;7250.74;24/02/2023;429908;2656.95
Italy;light;Import;Sea;South Camerontown;Clothing;3405;5525.39;14/10/2023;436560;418.75
Samoa;ground;Import;Land;Carlbury;Toys;2159;2465.17;26/11/2020;722074;4110.8
South Africa;board;Import;Land;East Jonathanton;Machinery;3044;2942.77;28/02/2021;105557;3969.66
France;letter;Import;Sea;Adrianaside;Furniture;805;5200.64;14/07/2021;896873;1102.96
Guernsey;beat;Import;Land;Wolftown;Machinery;9232;5811.72;22/06/2022;646954;2564.75
Tuvalu;citizen;Import;Land;Klineton;Furniture;7152;8859.04;22/09/2021;696039;3875.2
Rwanda;of;Import;Sea;Port Josephview;Furniture;6716;7824.34;03/03/2020;714559;3059.76
Libyan Arab Jamahiriya;book;Import;Land;Davidport;Furniture;358;3431.83;09/05/2020;798375;3720.55
Martinique;dog;Import;Air;North Karenhaven;Furniture;4257;9373.03;13/01/2024;929741;4157.55
Japan;why;Import;Air;Figueroamouth;Clothing;1906;1725.96;05/03/2024;396570;1604.96
Estonia;finally;Import;Air;Julieport;Furniture;1770;6187.67;04/11/2022;802642;816.96
Slovenia;stuff;Import;Air;Katherinechester;Furniture;1507;5323.65;08/04/2021;130074;508.95
Jersey;professional;Import;Air;Johnburgh;Toys;7696;4025.08;26/03/2023;464854;248.65
Montserrat;cultural;Import;Sea;Griffinfort;Electronics;2065;243.58;10/12/2019;144746;1701.63
